"ID","File 1","File 2","Day","Time","Label"
3621,"S3621A_11-08-02-36.png","S3621B_11-08-02-36.png",3,156,1
2046,"S2046A_11-07-00-15.png","S2046B_11-07-00-15.png",2,15,1
3509,"S3509A_11-08-00-43.png","S3509B_11-08-00-43.png",3,43,1
4222,"S4222A_11-08-12-40.png","S4222B_11-08-12-40.png",3,760,1
4160,"S4160A_11-08-11-37.png","S4160B_11-08-11-37.png",3,697,3
3440,"S3440A_11-07-23-34.png","S3440B_11-07-23-34.png",2,1414,2
2610,"S2610A_11-07-09-41.png","S2610B_11-07-09-41.png",2,581,3
2949,"S2949A_11-07-15-20.png","S2949B_11-07-15-20.png",2,920,4
4147,"S4147A_11-08-11-24.png","S4147B_11-08-11-24.png",3,684,3
1300,"S1300A_11-06-11-45.png","S1300B_11-06-11-45.png",1,705,3
3175,"S3175A_11-07-19-08.png","S3175B_11-07-19-08.png",2,1148,2
349,"S349A_11-05-19-50.png","S349B_11-05-19-50.png",0,1190,2
3131,"S3131A_11-07-18-23.png","S3131B_11-07-18-23.png",2,1103,2
3459,"S3459A_11-07-23-53.png","S3459B_11-07-23-53.png",2,1433,2
5194,"S5194A_11-09-04-57.png","S5194B_11-09-04-57.png",4,297,2
2847,"S2847A_11-07-13-38.png","S2847B_11-07-13-38.png",2,818,3
4604,"S4604A_11-08-19-04.png","S4604B_11-08-19-04.png",3,1144,1
2754,"S2754A_11-07-12-04.png","S2754B_11-07-12-04.png",2,724,2
5034,"S5034A_11-09-02-16.png","S5034B_11-09-02-16.png",4,136,2
3124,"S3124A_11-07-18-16.png","S3124B_11-07-18-16.png",2,1096,2
36,"S36A_11-05-14-36.png","S36B_11-05-14-36.png",0,876,3
978,"S978A_11-06-06-22.png","S978B_11-06-06-22.png",1,382,3
4617,"S4617A_11-08-19-17.png","S4617B_11-08-19-17.png",3,1157,3
44,"S44A_11-05-14-44.png","S44B_11-05-14-44.png",0,884,3
4549,"S4549A_11-08-18-08.png","S4549B_11-08-18-08.png",3,1088,2
1333,"S1333A_11-06-12-18.png","S1333B_11-06-12-18.png",1,738,3
81,"S81A_11-05-15-21.png","S81B_11-05-15-21.png",0,921,2
3346,"S3346A_11-07-21-59.png","S3346B_11-07-21-59.png",2,1319,2
2900,"S2900A_11-07-14-31.png","S2900B_11-07-14-31.png",2,871,3
4228,"S4228A_11-08-12-46.png","S4228B_11-08-12-46.png",3,766,2
1948,"S1948A_11-06-22-36.png","S1948B_11-06-22-36.png",1,1356,2
3246,"S3246A_11-07-20-19.png","S3246B_11-07-20-19.png",2,1219,2
3617,"S3617A_11-08-02-32.png","S3617B_11-08-02-32.png",3,152,2
4877,"S4877A_11-08-23-38.png","S4877B_11-08-23-38.png",3,1418,2
3179,"S3179A_11-07-19-12.png","S3179B_11-07-19-12.png",2,1152,4
402,"S402A_11-05-20-43.png","S402B_11-05-20-43.png",0,1243,2
2045,"S2045A_11-07-00-14.png","S2045B_11-07-00-14.png",2,14,1
4985,"S4985A_11-09-01-26.png","S4985B_11-09-01-26.png",4,86,1
1907,"S1907A_11-06-21-55.png","S1907B_11-06-21-55.png",1,1315,2
5212,"S5212A_11-09-05-15.png","S5212B_11-09-05-15.png",4,315,1
4053,"S4053A_11-08-09-50.png","S4053B_11-08-09-50.png",3,590,3
3523,"S3523A_11-08-00-57.png","S3523B_11-08-00-57.png",3,57,2
3099,"S3099A_11-07-17-51.png","S3099B_11-07-17-51.png",2,1071,2
973,"S973A_11-06-06-17.png","S973B_11-06-06-17.png",1,377,2
2773,"S2773A_11-07-12-24.png","S2773B_11-07-12-24.png",2,744,3
3154,"S3154A_11-07-18-47.png","S3154B_11-07-18-47.png",2,1127,2
1239,"S1239A_11-06-10-44.png","S1239B_11-06-10-44.png",1,644,2
4986,"S4986A_11-09-01-28.png","S4986B_11-09-01-28.png",4,88,2
3333,"S3333A_11-07-21-46.png","S3333B_11-07-21-46.png",2,1306,1
1156,"S1156A_11-06-09-21.png","S1156B_11-06-09-21.png",1,561,3
4929,"S4929A_11-09-00-30.png","S4929B_11-09-00-30.png",4,30,2
2766,"S2766A_11-07-12-16.png","S2766B_11-07-12-16.png",2,736,2
1228,"S1228A_11-06-10-33.png","S1228B_11-06-10-33.png",1,633,3
324,"S324A_11-05-19-26.png","S324B_11-05-19-26.png",0,1166,1
5211,"S5211A_11-09-05-14.png","S5211B_11-09-05-14.png",4,314,1
318,"S318A_11-05-19-20.png","S318B_11-05-19-20.png",0,1160,2
1345,"S1345A_11-06-12-31.png","S1345B_11-06-12-31.png",1,751,3
1332,"S1332A_11-06-12-17.png","S1332B_11-06-12-17.png",1,737,3
3473,"S3473A_11-08-00-07.png","S3473B_11-08-00-07.png",3,7,1
3241,"S3241A_11-07-20-14.png","S3241B_11-07-20-14.png",2,1214,1
3549,"S3549A_11-08-01-23.png","S3549B_11-08-01-23.png",3,83,1
332,"S332A_11-05-19-33.png","S332B_11-05-19-33.png",0,1173,3
3205,"S3205A_11-07-19-38.png","S3205B_11-07-19-38.png",2,1178,4
3225,"S3225A_11-07-19-58.png","S3225B_11-07-19-58.png",2,1198,1
103,"S103A_11-05-15-43.png","S103B_11-05-15-43.png",0,943,2
3495,"S3495A_11-08-00-29.png","S3495B_11-08-00-29.png",3,29,1
4802,"S4802A_11-08-22-23.png","S4802B_11-08-22-23.png",3,1343,3
1939,"S1939A_11-06-22-27.png","S1939B_11-06-22-27.png",1,1347,3
5046,"S5046A_11-09-02-28.png","S5046B_11-09-02-28.png",4,148,1
386,"S386A_11-05-20-27.png","S386B_11-05-20-27.png",0,1227,1
1042,"S1042A_11-06-07-26.png","S1042B_11-06-07-26.png",1,446,2
290,"S290A_11-05-18-51.png","S290B_11-05-18-51.png",0,1131,3
247,"S247A_11-05-18-08.png","S247B_11-05-18-08.png",0,1088,3
3219,"S3219A_11-07-19-52.png","S3219B_11-07-19-52.png",2,1192,3
1980,"S1980A_11-06-23-08.png","S1980B_11-06-23-08.png",1,1388,1
4534,"S4534A_11-08-17-53.png","S4534B_11-08-17-53.png",3,1073,2
354,"S354A_11-05-19-55.png","S354B_11-05-19-55.png",0,1195,2
1973,"S1973A_11-06-23-01.png","S1973B_11-06-23-01.png",1,1381,2
2649,"S2649A_11-07-10-20.png","S2649B_11-07-10-20.png",2,620,3
2918,"S2918A_11-07-14-49.png","S2918B_11-07-14-49.png",2,889,3
3281,"S3281A_11-07-20-54.png","S3281B_11-07-20-54.png",2,1254,2
4226,"S4226A_11-08-12-44.png","S4226B_11-08-12-44.png",3,764,2
2627,"S2627A_11-07-09-58.png","S2627B_11-07-09-58.png",2,598,1
96,"S96A_11-05-15-36.png","S96B_11-05-15-36.png",0,936,2
1075,"S1075A_11-06-07-59.png","S1075B_11-06-07-59.png",1,479,1
1371,"S1371A_11-06-12-57.png","S1371B_11-06-12-57.png",1,777,2
4652,"S4652A_11-08-19-52.png","S4652B_11-08-19-52.png",3,1192,3
2803,"S2803A_11-07-12-54.png","S2803B_11-07-12-54.png",2,774,3
1086,"S1086A_11-06-08-10.png","S1086B_11-06-08-10.png",1,490,5
2775,"S2775A_11-07-12-26.png","S2775B_11-07-12-26.png",2,746,1
2972,"S2972A_11-07-15-44.png","S2972B_11-07-15-44.png",2,944,5
3377,"S3377A_11-07-22-30.png","S3377B_11-07-22-30.png",2,1350,1
2537,"S2537A_11-07-08-28.png","S2537B_11-07-08-28.png",2,508,1
2982,"S2982A_11-07-15-54.png","S2982B_11-07-15-54.png",2,954,5
3180,"S3180A_11-07-19-13.png","S3180B_11-07-19-13.png",2,1153,4
1988,"S1988A_11-06-23-16.png","S1988B_11-06-23-16.png",1,1396,2
1255,"S1255A_11-06-11-00.png","S1255B_11-06-11-00.png",1,660,3
4969,"S4969A_11-09-01-10.png","S4969B_11-09-01-10.png",4,70,2
4507,"S4507A_11-08-17-26.png","S4507B_11-08-17-26.png",3,1046,2
3100,"S3100A_11-07-17-52.png","S3100B_11-07-17-52.png",2,1072,3
3197,"S3197A_11-07-19-30.png","S3197B_11-07-19-30.png",2,1170,4
3328,"S3328A_11-07-21-41.png","S3328B_11-07-21-41.png",2,1301,2
8,"S8A_11-05-14-08.png","S8B_11-05-14-08.png",0,848,2
3228,"S3228A_11-07-20-01.png","S3228B_11-07-20-01.png",2,1201,2
2559,"S2559A_11-07-08-50.png","S2559B_11-07-08-50.png",2,530,3
2009,"S2009A_11-06-23-38.png","S2009B_11-06-23-38.png",1,1418,2
2706,"S2706A_11-07-11-18.png","S2706B_11-07-11-18.png",2,678,1
4924,"S4924A_11-09-00-25.png","S4924B_11-09-00-25.png",4,25,1
935,"S935A_11-06-05-38.png","S935B_11-06-05-38.png",1,338,2
4910,"S4910A_11-09-00-11.png","S4910B_11-09-00-11.png",4,11,1
3547,"S3547A_11-08-01-21.png","S3547B_11-08-01-21.png",3,81,1
3370,"S3370A_11-07-22-23.png","S3370B_11-07-22-23.png",2,1343,1
3620,"S3620A_11-08-02-35.png","S3620B_11-08-02-35.png",3,155,2
4786,"S4786A_11-08-22-06.png","S4786B_11-08-22-06.png",3,1326,2
2826,"S2826A_11-07-13-17.png","S2826B_11-07-13-17.png",2,797,2
1181,"S1181A_11-06-09-46.png","S1181B_11-06-09-46.png",1,586,2
4599,"S4599A_11-08-18-59.png","S4599B_11-08-18-59.png",3,1139,2
2856,"S2856A_11-07-13-47.png","S2856B_11-07-13-47.png",2,827,2
1289,"S1289A_11-06-11-34.png","S1289B_11-06-11-34.png",1,694,3
3606,"S3606A_11-08-02-21.png","S3606B_11-08-02-21.png",3,141,2
2551,"S2551A_11-07-08-42.png","S2551B_11-07-08-42.png",2,522,3
1030,"S1030A_11-06-07-14.png","S1030B_11-06-07-14.png",1,434,4
3319,"S3319A_11-07-21-32.png","S3319B_11-07-21-32.png",2,1292,2
3327,"S3327A_11-07-21-40.png","S3327B_11-07-21-40.png",2,1300,2
291,"S291A_11-05-18-52.png","S291B_11-05-18-52.png",0,1132,3
5067,"S5067A_11-09-02-49.png","S5067B_11-09-02-49.png",4,169,1
271,"S271A_11-05-18-32.png","S271B_11-05-18-32.png",0,1112,2
4134,"S4134A_11-08-11-11.png","S4134B_11-08-11-11.png",3,671,2
2939,"S2939A_11-07-15-10.png","S2939B_11-07-15-10.png",2,910,2
3350,"S3350A_11-07-22-03.png","S3350B_11-07-22-03.png",2,1323,2
3334,"S3334A_11-07-21-47.png","S3334B_11-07-21-47.png",2,1307,2
1372,"S1372A_11-06-12-58.png","S1372B_11-06-12-58.png",1,778,3
3453,"S3453A_11-07-23-47.png","S3453B_11-07-23-47.png",2,1427,1
3117,"S3117A_11-07-18-09.png","S3117B_11-07-18-09.png",2,1089,3
3519,"S3519A_11-08-00-53.png","S3519B_11-08-00-53.png",3,53,2
2784,"S2784A_11-07-12-35.png","S2784B_11-07-12-35.png",2,755,3
1271,"S1271A_11-06-11-16.png","S1271B_11-06-11-16.png",1,676,2
4942,"S4942A_11-09-00-43.png","S4942B_11-09-00-43.png",4,43,2
25,"S25A_11-05-14-25.png","S25B_11-05-14-25.png",0,865,2
1085,"S1085A_11-06-08-09.png","S1085B_11-06-08-09.png",1,489,1
1305,"S1305A_11-06-11-50.png","S1305B_11-06-11-50.png",1,710,2
1280,"S1280A_11-06-11-25.png","S1280B_11-06-11-25.png",1,685,3
3578,"S3578A_11-08-01-52.png","S3578B_11-08-01-52.png",3,112,1
114,"S114A_11-05-15-55.png","S114B_11-05-15-55.png",0,955,1
3464,"S3464A_11-07-23-58.png","S3464B_11-07-23-58.png",2,1438,2
975,"S975A_11-06-06-19.png","S975B_11-06-06-19.png",1,379,1
3483,"S3483A_11-08-00-17.png","S3483B_11-08-00-17.png",3,17,1
2663,"S2663A_11-07-10-34.png","S2663B_11-07-10-34.png",2,634,3
4811,"S4811A_11-08-22-32.png","S4811B_11-08-22-32.png",3,1352,1
3299,"S3299A_11-07-21-12.png","S3299B_11-07-21-12.png",2,1272,2
5020,"S5020A_11-09-02-02.png","S5020B_11-09-02-02.png",4,122,2
2747,"S2747A_11-07-11-57.png","S2747B_11-07-11-57.png",2,717,2
383,"S383A_11-05-20-24.png","S383B_11-05-20-24.png",0,1224,1
2676,"S2676A_11-07-10-47.png","S2676B_11-07-10-47.png",2,647,3
3152,"S3152A_11-07-18-45.png","S3152B_11-07-18-45.png",2,1125,3
1051,"S1051A_11-06-07-35.png","S1051B_11-06-07-35.png",1,455,2
2768,"S2768A_11-07-12-18.png","S2768B_11-07-12-18.png",2,738,2
64,"S64A_11-05-15-04.png","S64B_11-05-15-04.png",0,904,1
1246,"S1246A_11-06-10-51.png","S1246B_11-06-10-51.png",1,651,4
3262,"S3262A_11-07-20-35.png","S3262B_11-07-20-35.png",2,1235,2
390,"S390A_11-05-20-31.png","S390B_11-05-20-31.png",0,1231,2
1233,"S1233A_11-06-10-38.png","S1233B_11-06-10-38.png",1,638,1
958,"S958A_11-06-06-02.png","S958B_11-06-06-02.png",1,362,1
4618,"S4618A_11-08-19-18.png","S4618B_11-08-19-18.png",3,1158,2
3352,"S3352A_11-07-22-05.png","S3352B_11-07-22-05.png",2,1325,2
2040,"S2040A_11-07-00-09.png","S2040B_11-07-00-09.png",2,9,1
4638,"S4638A_11-08-19-38.png","S4638B_11-08-19-38.png",3,1178,1
2023,"S2023A_11-06-23-52.png","S2023B_11-06-23-52.png",1,1432,2
53,"S53A_11-05-14-53.png","S53B_11-05-14-53.png",0,893,1
2751,"S2751A_11-07-12-01.png","S2751B_11-07-12-01.png",2,721,1
2836,"S2836A_11-07-13-27.png","S2836B_11-07-13-27.png",2,807,2
5033,"S5033A_11-09-02-15.png","S5033B_11-09-02-15.png",4,135,1
3612,"S3612A_11-08-02-27.png","S3612B_11-08-02-27.png",3,147,3
4844,"S4844A_11-08-23-05.png","S4844B_11-08-23-05.png",3,1385,2
4917,"S4917A_11-09-00-18.png","S4917B_11-09-00-18.png",4,18,1
3340,"S3340A_11-07-21-53.png","S3340B_11-07-21-53.png",2,1313,1
4056,"S4056A_11-08-09-53.png","S4056B_11-08-09-53.png",3,593,4
1238,"S1238A_11-06-10-43.png","S1238B_11-06-10-43.png",1,643,3
4526,"S4526A_11-08-17-45.png","S4526B_11-08-17-45.png",3,1065,3
397,"S397A_11-05-20-38.png","S397B_11-05-20-38.png",0,1238,2
2062,"S2062A_11-07-00-31.png","S2062B_11-07-00-31.png",2,31,1
16,"S16A_11-05-14-16.png","S16B_11-05-14-16.png",0,856,4
4932,"S4932A_11-09-00-33.png","S4932B_11-09-00-33.png",4,33,1
2629,"S2629A_11-07-10-00.png","S2629B_11-07-10-00.png",2,600,4
2743,"S2743A_11-07-11-53.png","S2743B_11-07-11-53.png",2,713,3
58,"S58A_11-05-14-58.png","S58B_11-05-14-58.png",0,898,2
1935,"S1935A_11-06-22-23.png","S1935B_11-06-22-23.png",1,1343,2
3112,"S3112A_11-07-18-04.png","S3112B_11-07-18-04.png",2,1084,3
1963,"S1963A_11-06-22-51.png","S1963B_11-06-22-51.png",1,1371,2
1157,"S1157A_11-06-09-22.png","S1157B_11-06-09-22.png",1,562,2
3588,"S3588A_11-08-02-03.png","S3588B_11-08-02-03.png",3,123,2
43,"S43A_11-05-14-43.png","S43B_11-05-14-43.png",0,883,3
378,"S378A_11-05-20-19.png","S378B_11-05-20-19.png",0,1219,2
1338,"S1338A_11-06-12-23.png","S1338B_11-06-12-23.png",1,743,2
3357,"S3357A_11-07-22-10.png","S3357B_11-07-22-10.png",2,1330,1
3347,"S3347A_11-07-22-00.png","S3347B_11-07-22-00.png",2,1320,1
2030,"S2030A_11-06-23-59.png","S2030B_11-06-23-59.png",1,1439,1
248,"S248A_11-05-18-09.png","S248B_11-05-18-09.png",0,1089,3
1306,"S1306A_11-06-11-51.png","S1306B_11-06-11-51.png",1,711,3
3098,"S3098A_11-07-17-50.png","S3098B_11-07-17-50.png",2,1070,3
3354,"S3354A_11-07-22-07.png","S3354B_11-07-22-07.png",2,1327,3
3201,"S3201A_11-07-19-34.png","S3201B_11-07-19-34.png",2,1174,3
3561,"S3561A_11-08-01-35.png","S3561B_11-08-01-35.png",3,95,2
2556,"S2556A_11-07-08-47.png","S2556B_11-07-08-47.png",2,527,2
3292,"S3292A_11-07-21-05.png","S3292B_11-07-21-05.png",2,1265,2
5134,"S5134A_11-09-03-56.png","S5134B_11-09-03-56.png",4,236,2
2948,"S2948A_11-07-15-19.png","S2948B_11-07-15-19.png",2,919,4
4845,"S4845A_11-08-23-06.png","S4845B_11-08-23-06.png",3,1386,2
2573,"S2573A_11-07-09-04.png","S2573B_11-07-09-04.png",2,544,2
4851,"S4851A_11-08-23-12.png","S4851B_11-08-23-12.png",3,1392,2
3141,"S3141A_11-07-18-33.png","S3141B_11-07-18-33.png",2,1113,2
3213,"S3213A_11-07-19-46.png","S3213B_11-07-19-46.png",2,1186,3
3132,"S3132A_11-07-18-24.png","S3132B_11-07-18-24.png",2,1104,4
4142,"S4142A_11-08-11-19.png","S4142B_11-08-11-19.png",3,679,4
5064,"S5064A_11-09-02-46.png","S5064B_11-09-02-46.png",4,166,1
2577,"S2577A_11-07-09-08.png","S2577B_11-07-09-08.png",2,548,2
3445,"S3445A_11-07-23-39.png","S3445B_11-07-23-39.png",2,1419,2
5180,"S5180A_11-09-04-43.png","S5180B_11-09-04-43.png",4,283,3
2920,"S2920A_11-07-14-51.png","S2920B_11-07-14-51.png",2,891,3
119,"S119A_11-05-16-00.png","S119B_11-05-16-00.png",0,960,1
4061,"S4061A_11-08-09-58.png","S4061B_11-08-09-58.png",3,598,2
2542,"S2542A_11-07-08-33.png","S2542B_11-07-08-33.png",2,513,2
392,"S392A_11-05-20-33.png","S392B_11-05-20-33.png",0,1233,2
2006,"S2006A_11-06-23-35.png","S2006B_11-06-23-35.png",1,1415,2
4643,"S4643A_11-08-19-43.png","S4643B_11-08-19-43.png",3,1183,2
2055,"S2055A_11-07-00-24.png","S2055B_11-07-00-24.png",2,24,1
5044,"S5044A_11-09-02-26.png","S5044B_11-09-02-26.png",4,146,1
361,"S361A_11-05-20-02.png","S361B_11-05-20-02.png",0,1202,2
4904,"S4904A_11-09-00-05.png","S4904B_11-09-00-05.png",4,5,1
159,"S159A_11-05-16-40.png","S159B_11-05-16-40.png",0,1000,3
4814,"S4814A_11-08-22-35.png","S4814B_11-08-22-35.png",3,1355,2
992,"S992A_11-06-06-36.png","S992B_11-06-06-36.png",1,396,3
1154,"S1154A_11-06-09-19.png","S1154B_11-06-09-19.png",1,559,2
4857,"S4857A_11-08-23-18.png","S4857B_11-08-23-18.png",3,1398,2
1163,"S1163A_11-06-09-28.png","S1163B_11-06-09-28.png",1,568,4
4597,"S4597A_11-08-18-57.png","S4597B_11-08-18-57.png",3,1137,1
3155,"S3155A_11-07-18-48.png","S3155B_11-07-18-48.png",2,1128,2
5026,"S5026A_11-09-02-08.png","S5026B_11-09-02-08.png",4,128,3
3415,"S3415A_11-07-23-09.png","S3415B_11-07-23-09.png",2,1389,1
3102,"S3102A_11-07-17-54.png","S3102B_11-07-17-54.png",2,1074,1
4918,"S4918A_11-09-00-19.png","S4918B_11-09-00-19.png",4,19,1
3227,"S3227A_11-07-20-00.png","S3227B_11-07-20-00.png",2,1200,3
4041,"S4041A_11-08-09-38.png","S4041B_11-08-09-38.png",3,578,3
3639,"S3639A_11-08-02-54.png","S3639B_11-08-02-54.png",3,174,2
3471,"S3471A_11-08-00-05.png","S3471B_11-08-00-05.png",3,5,1
281,"S281A_11-05-18-42.png","S281B_11-05-18-42.png",0,1122,2
5113,"S5113A_11-09-03-35.png","S5113B_11-09-03-35.png",4,215,1
4981,"S4981A_11-09-01-22.png","S4981B_11-09-01-22.png",4,82,1
5038,"S5038A_11-09-02-20.png","S5038B_11-09-02-20.png",4,140,1
3565,"S3565A_11-08-01-39.png","S3565B_11-08-01-39.png",3,99,1
4106,"S4106A_11-08-10-43.png","S4106B_11-08-10-43.png",3,643,3
4644,"S4644A_11-08-19-44.png","S4644B_11-08-19-44.png",3,1184,2
3018,"S3018A_11-07-16-30.png","S3018B_11-07-16-30.png",2,990,5
4847,"S4847A_11-08-23-08.png","S4847B_11-08-23-08.png",3,1388,2
4138,"S4138A_11-08-11-15.png","S4138B_11-08-11-15.png",3,675,2
4874,"S4874A_11-08-23-35.png","S4874B_11-08-23-35.png",3,1415,2
4218,"S4218A_11-08-12-36.png","S4218B_11-08-12-36.png",3,756,2
1297,"S1297A_11-06-11-42.png","S1297B_11-06-11-42.png",1,702,3
3094,"S3094A_11-07-17-46.png","S3094B_11-07-17-46.png",2,1066,5
5120,"S5120A_11-09-03-42.png","S5120B_11-09-03-42.png",4,222,2
1203,"S1203A_11-06-10-08.png","S1203B_11-06-10-08.png",1,608,2
87,"S87A_11-05-15-27.png","S87B_11-05-15-27.png",0,927,1
4993,"S4993A_11-09-01-35.png","S4993B_11-09-01-35.png",4,95,1
3268,"S3268A_11-07-20-41.png","S3268B_11-07-20-41.png",2,1241,2
4043,"S4043A_11-08-09-40.png","S4043B_11-08-09-40.png",3,580,2
4875,"S4875A_11-08-23-36.png","S4875B_11-08-23-36.png",3,1416,2
2829,"S2829A_11-07-13-20.png","S2829B_11-07-13-20.png",2,800,3
4210,"S4210A_11-08-12-28.png","S4210B_11-08-12-28.png",3,748,2
3628,"S3628A_11-08-02-43.png","S3628B_11-08-02-43.png",3,163,2
3343,"S3343A_11-07-21-56.png","S3343B_11-07-21-56.png",2,1316,1
3244,"S3244A_11-07-20-17.png","S3244B_11-07-20-17.png",2,1217,1
2541,"S2541A_11-07-08-32.png","S2541B_11-07-08-32.png",2,512,2
3385,"S3385A_11-07-22-39.png","S3385B_11-07-22-39.png",2,1359,2
4630,"S4630A_11-08-19-30.png","S4630B_11-08-19-30.png",3,1170,2
4961,"S4961A_11-09-01-02.png","S4961B_11-09-01-02.png",4,62,1
389,"S389A_11-05-20-30.png","S389B_11-05-20-30.png",0,1230,2
298,"S298A_11-05-18-59.png","S298B_11-05-18-59.png",0,1139,3
1375,"S1375A_11-06-13-01.png","S1375B_11-06-13-01.png",1,781,4
5111,"S5111A_11-09-03-33.png","S5111B_11-09-03-33.png",4,213,1
3126,"S3126A_11-07-18-18.png","S3126B_11-07-18-18.png",2,1098,2
4730,"S4730A_11-08-21-10.png","S4730B_11-08-21-10.png",3,1270,2
4912,"S4912A_11-09-00-13.png","S4912B_11-09-00-13.png",4,13,1
3309,"S3309A_11-07-21-22.png","S3309B_11-07-21-22.png",2,1282,2
3641,"S3641A_11-08-02-56.png","S3641B_11-08-02-56.png",3,176,3
2902,"S2902A_11-07-14-33.png","S2902B_11-07-14-33.png",2,873,3
17,"S17A_11-05-14-17.png","S17B_11-05-14-17.png",0,857,2
4219,"S4219A_11-08-12-37.png","S4219B_11-08-12-37.png",3,757,2
2677,"S2677A_11-07-10-49.png","S2677B_11-07-10-49.png",2,649,2
4808,"S4808A_11-08-22-29.png","S4808B_11-08-22-29.png",3,1349,2
2050,"S2050A_11-07-00-19.png","S2050B_11-07-00-19.png",2,19,2
2666,"S2666A_11-07-10-37.png","S2666B_11-07-10-37.png",2,637,2
1311,"S1311A_11-06-11-56.png","S1311B_11-06-11-56.png",1,716,2
3006,"S3006A_11-07-16-18.png","S3006B_11-07-16-18.png",2,978,4
4122,"S4122A_11-08-10-59.png","S4122B_11-08-10-59.png",3,659,1
4637,"S4637A_11-08-19-37.png","S4637B_11-08-19-37.png",3,1177,2
2911,"S2911A_11-07-14-42.png","S2911B_11-07-14-42.png",2,882,2
4032,"S4032A_11-08-09-29.png","S4032B_11-08-09-29.png",3,569,2
3172,"S3172A_11-07-19-05.png","S3172B_11-07-19-05.png",2,1145,3
2787,"S2787A_11-07-12-38.png","S2787B_11-07-12-38.png",2,758,3
401,"S401A_11-05-20-42.png","S401B_11-05-20-42.png",0,1242,1
4081,"S4081A_11-08-10-18.png","S4081B_11-08-10-18.png",3,618,4
1247,"S1247A_11-06-10-52.png","S1247B_11-06-10-52.png",1,652,2
2869,"S2869A_11-07-14-00.png","S2869B_11-07-14-00.png",2,840,2
4130,"S4130A_11-08-11-07.png","S4130B_11-08-11-07.png",3,667,2
2940,"S2940A_11-07-15-11.png","S2940B_11-07-15-11.png",2,911,3
1281,"S1281A_11-06-11-26.png","S1281B_11-06-11-26.png",1,686,2
1191,"S1191A_11-06-09-56.png","S1191B_11-06-09-56.png",1,596,2
3151,"S3151A_11-07-18-44.png","S3151B_11-07-18-44.png",2,1124,3
1223,"S1223A_11-06-10-28.png","S1223B_11-06-10-28.png",1,628,2
2617,"S2617A_11-07-09-48.png","S2617B_11-07-09-48.png",2,588,2
931,"S931A_11-06-05-34.png","S931B_11-06-05-34.png",1,334,3
342,"S342A_11-05-19-43.png","S342B_11-05-19-43.png",0,1183,2
2561,"S2561A_11-07-08-52.png","S2561B_11-07-08-52.png",2,532,2
3436,"S3436A_11-07-23-30.png","S3436B_11-07-23-30.png",2,1410,2
1006,"S1006A_11-06-06-50.png","S1006B_11-06-06-50.png",1,410,2
1038,"S1038A_11-06-07-22.png","S1038B_11-06-07-22.png",1,442,4
1196,"S1196A_11-06-10-01.png","S1196B_11-06-10-01.png",1,601,3
4623,"S4623A_11-08-19-23.png","S4623B_11-08-19-23.png",3,1163,1
1215,"S1215A_11-06-10-20.png","S1215B_11-06-10-20.png",1,620,2
1301,"S1301A_11-06-11-46.png","S1301B_11-06-11-46.png",1,706,3
2827,"S2827A_11-07-13-18.png","S2827B_11-07-13-18.png",2,798,3
5186,"S5186A_11-09-04-49.png","S5186B_11-09-04-49.png",4,289,1
4906,"S4906A_11-09-00-07.png","S4906B_11-09-00-07.png",4,7,1
3344,"S3344A_11-07-21-57.png","S3344B_11-07-21-57.png",2,1317,1
3229,"S3229A_11-07-20-02.png","S3229B_11-07-20-02.png",2,1202,2
4018,"S4018A_11-08-09-15.png","S4018B_11-08-09-15.png",3,555,2
1955,"S1955A_11-06-22-43.png","S1955B_11-06-22-43.png",1,1363,2
2015,"S2015A_11-06-23-44.png","S2015B_11-06-23-44.png",1,1424,2
3123,"S3123A_11-07-18-15.png","S3123B_11-07-18-15.png",2,1095,2
367,"S367A_11-05-20-08.png","S367B_11-05-20-08.png",0,1208,2
2910,"S2910A_11-07-14-41.png","S2910B_11-07-14-41.png",2,881,3
168,"S168A_11-05-16-49.png","S168B_11-05-16-49.png",0,1009,2
4155,"S4155A_11-08-11-32.png","S4155B_11-08-11-32.png",3,692,1
4635,"S4635A_11-08-19-35.png","S4635B_11-08-19-35.png",3,1175,1
1272,"S1272A_11-06-11-17.png","S1272B_11-06-11-17.png",1,677,1
991,"S991A_11-06-06-35.png","S991B_11-06-06-35.png",1,395,4
4578,"S4578A_11-08-18-37.png","S4578B_11-08-18-37.png",3,1117,2
930,"S930A_11-06-05-33.png","S930B_11-06-05-33.png",1,333,2
1926,"S1926A_11-06-22-14.png","S1926B_11-06-22-14.png",1,1334,2
3315,"S3315A_11-07-21-28.png","S3315B_11-07-21-28.png",2,1288,1
4084,"S4084A_11-08-10-21.png","S4084B_11-08-10-21.png",3,621,2
4867,"S4867A_11-08-23-28.png","S4867B_11-08-23-28.png",3,1408,2
4042,"S4042A_11-08-09-39.png","S4042B_11-08-09-39.png",3,579,3
1971,"S1971A_11-06-22-59.png","S1971B_11-06-22-59.png",1,1379,2
953,"S953A_11-06-05-57.png","S953B_11-06-05-57.png",1,357,3
3630,"S3630A_11-08-02-45.png","S3630B_11-08-02-45.png",3,165,2
2552,"S2552A_11-07-08-43.png","S2552B_11-07-08-43.png",2,523,2
3253,"S3253A_11-07-20-26.png","S3253B_11-07-20-26.png",2,1226,2
2635,"S2635A_11-07-10-06.png","S2635B_11-07-10-06.png",2,606,2
